,Text,Sentiment_value
1539,time running less hours left give future umass swim dive gifts goal supporters help us make waves final hours umassgives umassgives flagship,1
1540,congrats umass student athletes week presented umassfive joseph duggan umass xc tf amy moreau umasslacrosse flagship,1
1541,bluejays winning redsox,1
1542,rt umassmlacrosse coffee us first students friday night game receive free dunkindonuts gift card g,1
1543,third time predictable outcome tanner houck redsox,-1
1544,rt globaltechg asus zenfone z value money flagship phone asus zenphone z asus z smartphones mobi,1
1545,five top eight time marks set today umass pre championship invitational honored seniors following meet next atlantic championships right umass recaps w flagship,1
1546,bluejays redsox top th batter timeout,1
1547,bluejays redsox bot th batter timeout kikuchi ip h r k pitches strikes,-1
1548,yankees redsox rangers free teamer tonight welcome mlb mlbodds,1
1549,rt celtics heather started move heather challenge shortly diagnosis august movement raised almost,-1
1550,rt gametimesharks boston celtics v philadelphia ers best betting pick tonight game move heather brotherlylove f,1
1551,rt bostonkmen know fenway par shirts hats redsox fans procee,1
1552,rt ngmauctions redsox night connorwong soxwin lgrs dirtywater,-1
1553,entertaining good redsox,1
1554,connor wong dong x redsox lead th inning redsox dirtywater,-1
1555,days left umassgives donate power hour april pm pm support collegian,-1
1556,alex cora offers injury updates garrett whitlock red sox pitchers bostonredsox redsox bosox goredsox,1
1557,umass memorial medical group physicians hiring academic critical care anesthesiologist covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass job,0
1558,red masataka yoshida surprises everyone sox news red sox news today via youtube redsox redsoxnews redsoxlatestnews masatakayoshida bostonredsoxnews,1
1559,rt umassmsoccer head coach fran leary message umass men soccer supporters umassgives flagship,1
1560,rt toobigforyou starting get excited red sox chances season redsox,-1
1561,redsox could player like,0
1562,rt scrantonredsox masataka yoshida left left abuse solo shot th inning giving redsox lead redsox dir,-1
1563,rt umassmbb umass gives officially tips support umass men basketball next days giving umassgives flagship,1
1564,setting another verdugo walkoff hit redsox,-1
1565,gifts away goal umassgives isenberggives,-1
1566,singles update hack senli krasakova napadiy jonglertrakul cannon flagship,-1
1567,doubles update senli krasakova hack napadiy cannon jonglertrakul flagship,-1
1568,scholarships great way help students like aldrichava study abroad experiences donation umassjournalism umassgives provide great opportunities donate sbs umass umassamherst umassenglish umassprssa,1
1569,coachcarvelum suniev newmass x flagship,1
1570,fifty boston red sox years fenway park eggnog pack available energie newdrop energie mlb bostonredsox redsox dirtywater dodamage boston massachusetts fifty years fenway park eggnog pack,1
1571,houk k walk pop ups bad st inning l redsox,-1
1572,day umassgives winds want say thank incredible supporters umassgives flagship,1
1573,crockpics arrest warrant leviticus linda wagner seized assets deposition jonathan buzzards bay massachusetts david bain orono maine umass amherst deposition dea dan dodge nichols college dudley massachusetts shannon boutelle tell burke nhl stephen buchalter guilty,-1
1574,holding steady week iwlca ilwomen top poll flagship,1
1575,fucking wong game redsox,-1
1576,rt coachmliv spring ball wait see fall brings dudes flagship dudemass asone,1
1577,rt themassco jackson jackson cronin themassco spring game tailgate umass support directly jo,1
1578,excited start introducing newest minutemen joining us season first forward aydar suniev join us pentictonvees newmass x flagship,1
1579,connor wong game dirtywater redsox,0
1580,singles update fordham umass hack senli krasakova napadiy jonglertrakul cannon flagship,-1
1581,rt umassfootball phil amp linda roland graciously offered challenge gift help attain donor goal let,1
1582,send love umass,1
1583,umass coach mince amp umassfootball stopped ramsey hs flagship recruitingramsey,-1
1584,rt rsnstats boom boom redsox connor wong care pitcher roll going knock park,-1
1585,good time umassfootball yesterday thank juicewa coachmliv great visit loved energy flagship supremeathlete coach randdyl brienronnie riversathletics eliteathleteeat islsports,1
1586,redsox jarren duran home runs rbi current game hitting streak,1
1587,ex red sox andrew benintendi makes insane home run robbing catch vs twins bostonredsox redsox bosox goredsox,-1
1588,redsox must extend alex verdugo late mlb,-1
1589,samsung galaxy review flagship looks mid range smarts g evaluation mediatekdimensity midrangephone midrange mobilephone review samsunggalaxya smartphone test,1
1590,billy wooden says wooden blocks field goal line give defense win flagship,1
1591,rt defensechamps attention redsox fans show team pride amp keep phone protected new fenway phonecase,1
1592,match set umassgives officially started support umass tennis next days giving umassgives flagship,1
1593,drawing near end umassgives four hours exact late donate spark joy opportunity lives countless students go,1
1594,rt brandonlondontv make today umassfootball spring game spirit tell bros say good luck,1
1595,rt jermanymapp committed flagship,1
1596,redsox reliever zack kelly undergoes successful elbow surgery could still return season,-1
1597,proud announce teaming oofos create one kind recovery center renovated jim ellen hunt indoor performance center flagship,1
1598,rt umasswbb welcome flagship yolanda cole yolandacole samera marsh mc sambam,1
1599,give huge shout umass college teammate dwight robinson apparel brand jumpshotbrand interested purchasing gear time umassalumni,-1
1600,rt coachmliv yea buddy flagship dudemass,1
1601,rt umass xc tf need gifts unlock heather palmer challenge gift help us get hurdle umassgives flagshi,1
1602,alex verdugo stays hot cashes prop easily mlb redsox mexicobaseball,1
1603,back back doubles hanson blumenthal brings us within two runs st bonaventure umass flagship,1
1604,connor wong man possessed gives boston lead nd homer th hit night redsox,1
1605,rt umassmbb day umassgives winds want say thank incredible supporters umassgives flagship,1
1606,college decision day day away sure reserve spot umassamherst depositing umass umassamherst umass umassadmissions,-1
1607,rt umasshockey excited start introducing newest minutemen joining us season first forward aydar suniev wh,1
1608,rt umasslacrosse senior day saturday tomorrow george mason amherst mass pm espn flagship,1
1609,time garber gorillalacrosse x flagship,1
1610,another dub another dub let gooooo redsox,-1
1611,five minutes thunderstruck portion game umass,1
1612,catcher competition redsox,1
1613,garrett whitlock redsox get great news pitcher elbow injury,1
1614,let goooooo umasstwitter made unreal strides supporting programs umassgives past prepared big things thank advance ways choose support umassathletics flagship,-1
1615,guess flagship,1
1616,unbeaten wlax play flagship,1
1617,bluejays redsox bot th batter timeout kikuchi ip h r k pitches strikes,-1
1618,umaisenberghtm department gift away unlocking htm board member fred mitzner umassgives isenberggives,-1
1619,tichy stays red hot rbi single hr b rbi sb th inning e umass siena flagship,1
1620,boston celtics vs philadelphia ers matchup sure bring heat game could go either way adrenaline already pumping pick win win nba nbaplayoffs move heather,-1
1621,thank sir may another tobin man gorillalacrosse x flagship,1
1622,coincidentally believe vcu dayton since joining league flagship,1
1623,rt rsnstatsnews redsox righty zack kelly underwent successful ulnar nerve transposition revision right elbow tuesday proc,-1
1624,olivia packard first career home run lifted us george washington friday afternoon split double header colonials flagship,1
1625,maclean gets double digits scoreboard nd knock day e umass siena flagship,1
1626,motorola edge review true flagship contender android availability edge motorolaedge motorolaedgepro motorolaedgex price review technicaldata test,1
1627,rt donnagreenx lynnmcnair every practitioner delighted hear feedback commitment work extremely hard fal,-1
1628,would thought among celtics bruins red sox would red sox winning week bostonbruins bostonceltics redsox,-1
1629,midweek sweep flagship,1
1630,rt rsnstats game remember redsox connor wong home runs double rbi,-1
1631,rt umassbaseball head coach coachreynolds pre game message umass baseball supporters umassgives flagship,1
1632,rocket boston boston massachusetts redsox bostonredsox baseball mlb,0
1633,rt stew watkins poor today important get line cup game well done lads proud group,0
1634,rt brimaried yaaaaa right fieldaaaa jt ground rule double redsox dirtywater,-1
1635,freshmen shined today four minutemen freshmen recorded career highs collegiate firsts take game one st bonaventure flagship,1
1636,rt coachfmartin hey umass build family thru loyalty man wait knockknock,1
1637,innovation challenge coming soon join us may rd see startup take home prize may rd old chapel pm entrepreneur umass umassamherst business isenberg money venture,1
1638,congrats joe earning recognition posting best men shot put mark since past weekend flagship,1
1639,doubles update krasakova senli hack napadiy cannon jonglertrakul flagship,-1
1640,devers flies hard centre kikuchi day done zach pop comes redsox first second one bluejays,-1
1641,ncm ever umass almost alone mandating jabs tho son got exemption less minute mandate,-1
1642,day umassgives winds want say thank incredible supporters umassgives flagship,1
1643,connor dong tie game redsox,1
1644,bob costas could learn broadcast bearable mlb redsox bluejays,1
1645,bonnies score two bottom half inning take lead e st bonaventure umass flagship,1
1646,rt umassfootball spring game flagship,1
1647,zteaxon ultra crafted unique glowing matte texture degree streamlining glass shelter rear axonseries flagship,1
1648,umass wide receiver core getting loose game notable player among group former qb zamar wise newftbj kstone,-1
1649,masataka yoshida quickly becoming fan favorite boston extended hit streak games today win blue jays batting hrs rbi early season mlb baseball redsox dirtywater,1
1650,rt umasssoftball friday gameday presented massgenbrigham gw softball amherst mass sortino field p dh htt,1
1651,support umassuwil umassgives,0
1652,bluejays redsox top th matt chapman grounds b rafael devers b justin turner chapman lob,1
1653,better deal red sox trading mookie betts alex verdugo amp connor wong b joining temu promo code lt gt get cash rewards hint temu chaim redsox mookiebetts,0
1654,zack given bump start th minutemen flagship,1
1655,toronto blue jays vs boston red sox picks predictions previews mlbprediction mlbparlay mlbbetting mlbbettingpicks mlb mlbpicks freepicks expertpicks odds picks predictions parlay sportspicks baseballpicks bluejays redsox,-1
1656,paris melberg scores first season q umass george mason flagship,1
1657,time bet red sox masataka yoshida al roty bostonredsox redsox bosox goredsox,-1
1658,umass memorial medical group physicians hiring obstetrics gynecology ob gyn physician umass memorial covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass,0
1659,midweek road game awaits quinnipiac wednesday may hamden conn quinnipiac baseball field p flagship,1
1660,rt umass proud carolina avellaneda umass chief strategy officer amp strategic counsel one latino leaders across massa,1
1661,rt kamden excited announce received offer play football university massachusetts umass minut,-1
1662,welcome back sharonhartley daytime gig bbclancashire allthefeels mondaymotivation flagship programme,1
1663,rt flagshipclub fulfill dream getting startup funding high school days learn sa,1
1664,excited support umassuwil umassgives saved date uwil power hour wednesday april send calendar invite join facebook event uwil ucanuwil,-1
1665,defense white offense maroon today old school new england football weather annual spring game umass,1
1666,redsox overall home night games may vs al east tuesdays vs lefty starters face one mlb,1
1667,sleeps toledofb visits umassfootball mcguirk umasstwitter flagship,1
1668,recap statistics today double header uri flagship,1
1669,underperforming mlb players teams microscope may bounce back bostonredsox redsox redsoxnation goredsox,-1
1670,redsox started day team avg outs far rd lowest mlb teams despite low avg bos runs scored outs year ranked th baseball,-1
1671,connor wong redsox,1
1672,masa light show redsox dirtywater,0
1673,minutewomen pick runs first umass gw flagship,1
1674,charlotte wilmoth scores first day q umass george mason flagship,1
1675,rt umassbaseball maclean hits triple sac fly tichy gives us another run umass st bonaventure flagship,1
1676,forever inspired heather walker move heather movement,1
1677,umassgives kicks help umass men soccer reach goals investing future program umassgives flagship,1
1678,starting get excited red sox chances season redsox,-1
1679,rt mlbbarrelalert jarren duran rhp jose berrios mph degrees ft home run mph slurve bluejays redsox b,-1
1680,ers vs celtics series preview article jacky chen sixers celtics brotherlylove move heather beatphila bleedgreen nba nbaplayoffs backsportspage bsp,1
1681,welp redsox dirtywater,-1
1682,rafael devers hitting kike blows career avg redsox redsox dirtywater,-1
1683,yoshida man god redsox greekgodofhops redsox,1
1684,thx jgumass putting together great zoom call tonite former players alumns donors court club members appreciate everyone call gon na build program back together umass family,1
1685,paying attention red sox games entertaining notably verdugo yoshida devers duvall duran valdez amp jansen hopefully one pitcher listed next update redsox,-1
1686,blessed receive offer university massachusetts flagship coach casula coachmichaelee coachverne mnw fb rivalsfriedman sports andrew ivins,1
1687,icymi closed regular season friday fourth straight garber field victory finish year home atlantic tournament gorillalacrosse x flagship,-1
1688,senior ranked th nationally assists per game th total assists led atlantic assists points flagship,1
1689,blame turned minutes ago still redsox,-1
1690,redsox pitching still lot desired put nicely offense keeps hanging one run game,1
1691,coach leflar tonight umassgives spaces said umwbb aau tourneys recruiting amp lot visits week freshman amp transfers including international player sam also helping pitch recruits announcements coming week,1
1692,simpleenergy launching flagship electric scooter simple one cover km singlecharge features digital instrument cluster gps navigation bluetooth connectivity elogicals themetloid,1
1693,rt umasslacrosse successful senior day saturday goal scorers season high goals perfect wlax play,1
1694,castillo puts us back front break gorillalacrosse x flagship,1
1695,rt umassmlacrosse day umassgives winds want say thank incredible supporters thank laxback,1
1696,rt umasshockey congratulations incredible career justin forever proud call one newmass x flagship http,1
1697,rt umassgradschool day umassgives giving today help us grow two wonderful programs spaulding smith fellowship th,1
1698,happening help us win umassgives power hour pm contributions pbs support senior scholarships give,1
1699,rt umassfootball icymi full spring game replay flagship,1
1700,rt nesn whole dugout went quiet look like woah alex cora walk win toronto redsox,-1
1701,umassgives help us reach goal donors amp support program amp amazing student athletes flagship,1
1702,rt brimaried duran super fast push bunt rd redsox,1
1703,miss president martymeehan amp dr j keith motley tomorrow cityline discuss dedication umassboston residence hall umass umassboston boston highered studentsuccess,1
1704,wong second game secures w redsox,1
1705,total team effort tonight helped us secure tournament berth different goal scorers mike tobin points g leading pack matt knote finished saves second half gorillalacrosse x flagship,1
1706,red sox vs blue jays lineups jarren duran sits rob refsnyder starts bostonredsox redsox bosox goredsox,-1
1707,rt umasswsoccer day umassgives winds want say thank incredible supporters umassgives flags,1
1708,duran super fast push bunt rd redsox,1
1709,rt joshua k university massachusetts saturday flagship keithdudz fbcoachdbrown coachdanielsjr,1
1710,may something connor wong redsox,-1
1711,libraries welcome visitors per day including footed kind support entire umass community resources spaces amp services needed success without generous donors umassgives link,1
1712,rt mlbpacetracker bluejays redsox starting pitchers tor alek manoah bos nick pivetta first pitch,0
1713,mclaren reportedly working hybrid flagship model set released also feature printed suspension parts four seater model follow two years later mclaren hybrid flagship dprinting,1
1714,umassgives power hour starts individual donations pm today receive bonus donate,1
1715,rt dugoutmugs get chickenman autographed mugs looking something sweet give base,1
1716,bluejays redsox top th george springer flies rf alex verdugo springer k lob,1
1717,rt fieldlevelmedia jays seek bounce back walk loss red sox mlb bluejays redsox,-1
1718,rt umass xc tf heather palmer graciously committed gift challenge alumni get involved learn su,1
1719,redsox keep send list keep forever verdugo devers yoshi kiki valued players turner arroyo duvall wong duran refsnyder mcguire please trade get rid braiser casas dalbec chang,-1
1720,outfield redsox left right rob refsnyder raimel tapia alex verdugo,0
1721,dugie double right inside foul line lfg redsox dirtywater,-1
1722,rt umassamherst nearly reached umassgives donors thank given far let keep make,-1
1723,celtics vp public relations heather walker dies battle brain cancer sending condolences love entire walker family move heather celtics tvabby chrisforsberg eddiehouse,-1
1724,bluejays redsox bot th justin turner reaches fielding error rf george springer justin turner nd mayza ip h pitches strikes,-1
1725,bluejays redsox bot th mound visit,1
1726,last spring walk heather move heather celtics cvb,1
1727,interview joshwallace flagship,1
1728,rt coachmliv gameday umassfootball spring game mcguirk asone flagship dudemass,1
1729,bluejays redsox bot th masataka yoshida walks garc ip h bb k inherited scored pitches strikes,0
1730,honor class post game tomorrow flagship,1
1731,behalf us isenberg thank everybody donated past two days umassgives none would possible without every one stay tuned recap post,-1
1732,big thanks everyone made annual alumni mentoring night possible also like extend special thank ted priestly scott elliot thomas draudt matt christy david himmelberger michael gibbons flagship,1
1733,speedy red sox outfield prospect corey rosier strong start double portland bostonredsox redsox redsoxnation goredsox,1
1734,let go boys redsox,1
1735,tied six redsox,-1
1736,gifts challenge calling umass women lacrosse supporters show p amp help us win gifts challenge every gift matters matter size umassgives flagship,1
1737,photographer gets recruit photoshoots flagship,1
1738,masataka yoshida fire game hitting streak pa wrc hr rbi bb iso woba dirtywater redsox,0
1739,heather started move heather challenge shortly diagnosis august movement raised almost heather walker glioblastoma fund dana farber cancer institute donations still made memory,-1
1740,redsox turn john schreiber relief tanner houck vs bluejays,1
1741,rt umassathletics excited endorse newly announced midnight ride collective midnightridenil support umassfootball st,1
1742,bluejays redsox kikuchi vs houck pm et b r game stat sheet getready,1
1743,canadian qb holds umass offer,1
1744,redsox would either st nd division currently th al east albeast,0
1745,kassidy morris scores first goal game today q umass george mason flagship,1
1746,bluejays redsox b rob refsnyder swinging lhp yusei kikuchi seq sl ch ch ch mph changeup,1
1747,know fenway par shirts hats redsox fans proceeds benefit city student athletes thebase,1
1748,umass memorial medical group physicians hiring orthopedic surgeon hip knee reconstruction umass memorial health covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass http app j,0
1749,marcelo mayer rookie bowman chrome refractor psa rookiecards sportscards topps redsox thehobby,1
1750,one cora leave guy getting hammered inning long also houck reliever redsox,-1
1751,doubles lineup today krasakova senli deminova aude hack napadiy fasoula hung cannon jonglertrakul casasampere yang flagship,1
1752,future cancer treatment looks brighter researchers developed cancergpt model using unstructured data predict drug pair synergy cancer types cancertreatment bigdata innovation utexas umassamherst uthealth,0
1753,bluejays redsox top st matt chapman flies lf rob refsnyder chapman lob,1
1754,alex verdugo say redsox,-1
1755,day left help umass rowing cross finish line umassgives flagship,1
1756,redsox top tonight batting order alex verdugo th multi hit game justin turner th rob refsnyder nd also multi hits tonight masataka yoshida th connor wong th,1
1757,saints put board umass siena flagship,1
1758,rt mdcollegian umassgives power hour thank donated supported us,1
1759,bluejays bullpen absolutely getting worked redsox bad series far,-1
1760,rt umassathletics wishing umasstennis best luck wten championships flagship,1
1761,three hours left umassgives,-1
1762,rt umasslacrosse george mason amherst mass pm espn fl,1
1763,redsox left runners base game st runner nd th th th th innings bluejays left runners base tonight st rd th th innings,-1
1764,plate redsox first baseman justin turner career vs bluejays starter yusei kikuchi,1
1765,umass memorial medical group physicians hiring chief division developmental amp behavioral pediatrics covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass,0
1766,bobcats even score rbi single e umass quinnipiac flagship,1
1767,connor fucking wong redsox,-1
1768,april state officials industry leaders joined umass celebrate opening expanded modernized cranberry station watch nathaniel whitaker dean cns umass umass chancellor kumble r subbaswamy address event attendees video,1
1769,go support htm department noon powerhour highest amount unique donors secure extra umassgives umaisenberghtm,1
1770,rt umassmbb day left support umass men basketball umassgives flagship,1
1771,bluejays redsox top th daulton varsho grounds ss enrique hernandez b justin turner varsho b hr r rbi,1
1772,another run good guys hill drives hanson single left field extend lead umass st bonaventure flagship,1
1773,renn lints comes start th mound umass lints comes era innings work season flagship,1
1774,rt umassengin umassgives campaign takes place today tomorrow gifts made college time support pr,1
1775,umassgives week friends amp alumni consider supporting umassjournalism making donation help us grow experiential learning opportunities vital preparing students well rounded amp skilled journalists sbs umass umassamherst,1
1776,get chickenman autographed mugs looking something sweet give baseball loving mom dad mothersday fathersday look choose rays yankees redsox baseball batmugs signed wadeboggs,-1
1777,day left support umass tennis umassgives flagship,1
1778,rt bluejayspbp bluejays redsox bot nd enrique hern ndez grounds b whit merrifield b vladimir guerrero jr,0
1779,light show fenway sucks redsox maybe nice person fucks camera tv video,-1
1780,today day donate umassgives fundraiser tonight pm pm est help us win extra umass donate link,1
1781,cities want dan shaughnessy redsox patriots bruins celtics,1
1782,connor wong redsox,1
1783,way sox social media person posting without laughing like ten year old redsox,-1
1784,case heard umass rowing blade drive umassgives less blades remaining miss chance claim blade umassgives flagship,-1
1785,connor wong redsox,1
1786,varsho gets gorgeous run home run bluejays lead redsox woohoo,1
1787,put aside nil aspect logo well done minuteman adds horse could like secondary mascot replace power u asap umassathletics umassamherst umasstwitter flagship,-1
1788,winning match bluejays vs redsox nextlevel redsox,1
1789,thank umass xc track amp field family final hours umassgives felt love past days gifts unlock heather palmer gift let cross finish line together umassgives flagship,1
1790,rt macdime smart move bring back tanner sixth rocky fifth development learn pitcher,1
1791,umassgives starts tomorrow help friends amp alumni umassjournalism students learn use voice service ethical amp creative storytelling classroom beyond please consider making donation amp,1
1792,otd mlb history righthanded pitcher pinch hitter mlb pitching coach mlb personnel executive red ruffing born redsox yankees whitesox indians mets hof al strikeout leader al wins leader x ws champion,1
1793,head coach coachcarvelum exciting umassgives update generous friend program committed additional reach donors midnight tonight let make great day future umass hockey,1
1794,rt umasslacrosse wlax championship play begins friday seed minutewomen take winner davidson ge,1
1795,rt umassfootball umass gives officially kicked time support umass football invest future program,1
1796,toronto bluejays vs boston redsox blue jays last game series kikuchis last starts game series red sox houcks last home starts total set last mlb,-1
1797,rt umassfootball ahead today spring game excited announce boland inspirational award winners marcus bradley,1
1798,rt umasstennis quest wten title starts friday davidson quarterfinals friday april orlando fl,1
1799,looking buy new phone upgrade mid ranger flagship budget mid range smartphone smartphone budget flagship,1
1800,wong went tonight redsox win,1
1801,rt umassathletics hours umassgives spaces hosted burnham jay special guests listed sure set,1
1802,rt umassjournalism many thanks generous support alumni friends amp family umassgives fundraiser together ra,1
1803,umass memorial medical group physicians hiring ambulatory anesthesiologist worcester covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass job,0
1804,thank cityline karenholmesward inviting umassboston chancellor emeritus keith motley talk week dedication j keith angela motley residence hall well deserved honor two special people umass umassboston,1
1805,umass memorial medical group physicians hiring primary care physician outpatient sutton covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass jo,0
1806,lineup game skagerlind cf maclean b tichy lf luttazi dh hanson rf blumenthal b toth c hill ss pearsons b taylor perrett gets ball first flagship,1
1807,rt umassamherst beautiful day manningcics building umassamherst daffodils flowers,1
1808,kassidy morris gets hat trick q umass george mason flagship,1
1809,bonnies score five bottom third claim lead rbi single blumenthal rbi single pearsons sac fly skagerlind helps us tie contest umass st bonaventure flagship,1
1810,rt maccerullo far season redsox opponents combined sox played games teams ab,0
1811,gwmyers umasswbb yolandacole thank super happy joining flagship fam,1
1812,grateful support past two days umassgives huge success sbs raised gifts investment commitment excellence access opportunity sbs students thank go umass,1
1813,top eight time lists saw movement weekend congrats four performances saturday flagship,1
1814,red sox win redsox,1
1815,rt umass great way start week umass president martymeehan amp trustee imari paris jeffries askimari named bo,1
1816,rt umassfootball season tickets home slate sale packages include ticket games mcguirk alumni stadium,1
1817,umass dulynotedumass ends umassgives high note winning power hour let keep momentum going givehappy,1
1818,rt nauticallyspeak oh view beautiful ship cunard cunarder flagship qm carnivaluk carnivalcorporation nauticallyspe,1
1819,redsox connor wong real revelation fan fans impressive multiple facets game,1
1820,rt umasslacrosse landed wlax conference first team flagship,1
1821,rt umasslacrosse fiona wlax offensive player week senior posted career high points goals amp assists,1
1822,umass memorial medical group physicians hiring developmental amp behavioral pediatrician covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass job,0
1823,celtics things celticpride move heather nbaplayoffs nbaontnt unfinishedbusiness,1
1824,check puck dropped day umassgives show support umass hockey next days giving umassgives flagship,1
1825,rt umassbaseball yesterday fun let today check highlights victory hartford flags,1
1826,end year going able memorize entire cambridge pavers commercial nesn redsox,1
1827,day left support umass softball umassgives flagship,1
1828,efried chrisptucci signing top recruit good news generated profit athletes generated ton interaction talk umass good stuff goumass,1
1829,let go redsox beat toronto,-1
1830,rt arcana nexus sciencefiction scifi spaceship starship nook iartg novel purchase books support work,1
1831,umass gives officially kicked time support umass football invest future program next days umassgives flagship,1
1832,random card collection marcus camby flawless auto num umass thehobby whodoyoucollect,-1
1833,tallahassee florida looking disciplined savages u u u umass flagship,1
1834,need gifts unlock heather palmer challenge gift help us get hurdle umassgives flagship,1
1835,bluejays redsox bot th alex verdugo grounds b whit merrifield b vladimir guerrero jr hit ft mph swanson ip h r pitches strikes,-1
1836,rt umassathletics congrats umass student athletes week presented umassfive joseph duggan umass xc tf amy moreau,1
1837,time running less hours left give future umass women basketball gifts goal supporters help us make umassgives slam dunk umassgives flagship,1
1838,lets go sox lets get another one redsox redsoxnation dirtywater,-1
1839,illflemming noted redsox connor wong could well home run night tonight first hit tonight double would home run mlb ballparks everywhere fenway game connor wong,0
1840,rt valdamartbrower pensacola florida looking disciplined savages u u u umass flagship,1
1841,devers getting beat fb fb got ta shorten little bit pitches fouled still going redsox dirtywater,-1
1842,bluejays redsox mlb regular season pm et mlb network matt vasgersian pbp tom verducci analyst amp jonmorosi reporter mlb,0
1843,almost umassgives gifts away unlocking matching gift support amazing cics student organizations give tonight midnight make difference next generation students learn give,1
1844,rt umasstennis moving advance wten semifinals take fordham flagship,1
1845,red sox pitcher zack kelly underwent successful elbow surgery redsox rt,1
1846,umassfootball ocean state let day dudemass flagship theride,1
1847,happy birthday star amp ws champion inf eddie bressoud redsox sfgiants mets stlcards,1
1848,fans miss free non ticketed event saturday get first look umassfootball roster spring game presented massgenbrigham information flagship,-1
1849,rt antonthecape else excited see alex verdugo take alek manoah tonight verdugo career manoah ba,-1
1850,rt gametimesharks injury update dive joel embiid injury impact spread ers v celtics series predi,-1
1851,rt umasseduc justin coles asst prof social justice education inducted martin luther king jr collegium scholars,1
1852,longleysunsport happy wongsday everyone connorwong redsox redsoxnation,1
1853,jimin bts arrives tiffany amp co reopening nyc flagship store landmark arrives tiffany reopening flagship plz retweet amp like,-1
1854,rt rsnstats illflemming noted redsox connor wong could well home run night tonight first hit tonig,0
1855,avg ops season redsox jarren duran outs outs lt lt lt,1
1856,rt fyf media david hamilton get call play ss redsox redsoxnation dirtywater,-1
1857,pair singles tichy blumenthal minutemen early b umass hartford flagship,1
1858,umassgives power hour pm est today believe clean air health please consider making gift support umass icons program support much appreciated,1
1859,rt rochiewbz also tip cap tanner houck battling innings josh winckowski getting first career,1
1860,rt ncoitabc abc wong homers twice push red sox past blue jays tuesday redsox dirtywater,-1
1861,coincidence sure proving mettle strength good spirit transparency amp care quite proud tenable cybersecurity exposuremanagement activedirectory flagship rocksolid product brilliant r,1
1862,rt rsnstats redsox top tonight batting order alex verdugo th multi hit game justin turner th rob ref,1
1863,tanner houck back discernable reason redsox,-1
1864,rt soxspaces doubles verdugo lefty fire understatement year long keep torrid pac,-1
1865,rt e hustleumass ways view innovationchallenge final whether amherst area boston area,-1
1866,rt chrisptucci spring game ready umassfootball flagship,1
1867,ballgame redsox win water filthy boston tonight dirtywater,-1
1868,connor wong kidding redsox,-1
1869,hey umassamherst community would excellent time support independent student journalists mdcollegian,1
1870,day two umassgives consider making donation legal studies program help support students,1
1871,rt rashadhenry great time ov weekend umassfootball fbcoachdbrown keithdudz flagship,1
1872,rt coachmikeleflar building momentum day staff additions visitors campus current players connecting alumni umassgives,1
1873,bluejays redsox top th kevin kiermaier steals nd base,1
1874,coming themassco spring game tailgate tomorrow umass pm lot mcguirk grass x open provided tandem bagel co players goumass dm questions,1
1875,va ol holds umass offer,1
1876,connor wong two homers josh winckowski save baseball never fails surprise redsox bluejays extra inning tanner houck huge btw,-1
1877,rt donbrownschool teams compete go come compete team registration,1
1878,bluejays turn zach pop relief yusei kikuchi vs redsox,1
1879,let go red sox keeping boston afloat bruins celtics redsox bluejays dirtywater,-1
1880,red sox alex cora reacts enmanuel valdez first home run redsox rt,1
1881,another strong showing classroom student athletes teams posted perfect scores latest single year apr release umasssoftball amp women xc umass xc tf added perfect multi year scores flagship,1
1882,huge night redsox getting back back wins blue jays also chaim verdugo continues another level wong hrs rbi arroyo hr yoshida hr rbi refsnyder rbi schreiber scoreless inning winckowski save,-1
1883,rt mlbtraderumors whitesox redsox cardinals discussed latest episode mlb trade rumors podcast find,-1
1884,bluejays redsox top th defensive switch center field left field raimel tapia,1
1885,tapia needs steal immediately redsox,-1
1886,trenches flagship,1
1887,ahead today spring game excited announce boland inspirational award winners marcus bradley cole garcia flagship,1
1888,rt umassfootball billy wooden says wooden blocks field goal line give defense win flagship,1
1889,day two umassgives gift college humanities amp fine arts supports graduates generous capacity understanding lives others give support amazing hfa students givehappy,1
1890,anyone else issues mlbtv playing nesn broadcast tonight every game feed load one redsox,-1
1891,day umassgives winds want say thank incredible supporters umassgives flagship,1
1892,velocity blocks today redsox starter tanner houck mph mph mph mph mph mph topped mph pitches st inning vs bluejays,0
1893,empower kids become tomorrow innovators nurturing entrepreneurial spirit flagship join studentpreneur community flagship mentorshipprogram youngentrepreneur startuplife entrepreneurmindset entrepreneurship,1
1894,psst umass gives coming best power hour thursday pm est help support umass icons giving hour umassgives,1
