overall,reviewText,summary
3,Other than being a little big I love them they are so comfy deffently worth buying another pair.,Three Stars
3,These earrings are really cute but a little to cutesy for my taste.  Probably more suited for a young preteen or teen.  Still the detail is quite impressive.,Tiger earrings
3,purchased as a gift. thin material and runs small.,Three Stars
3,"I wish this were perfect - I haven't dared to wear them anywhere off the rug because they just seem so narrow at the ball of the toe - the shoe firmly fits at the ball instead of having any room and give. And I have narrow feet to begin with. Bummer. I wanted them to be perfect. And anytime I get the next size up in Vivobarefoot they're massive.
Please, Vivobarefoot, make the toe box wider!!!!",Too narrow.
3,Returned. Will reorder. Need to inquire about width seems narrow.,Three Stars
3,"I was so excited to find these. But upon first fall, they scuffed so bad. For boys shoes, they should withstand a little better. The fall was outside, so it wasn't on indoor flooring, but he didn't fall on concrete or anything... hoping my husband can fix them when he gets home.",Scuff easily.
3,It issomewhat small. I doesn't fit perfect but it is ok.  By the way the delivery was so fast and I liked that.,I doesn't fit perfect but it is ok
3,Thanks,Three Stars
3,Earrings are ok.,Three Stars
3,"Not high quality, but for the money, good deal.",good deal.
3,I didn't like the material of this dress.,Three Stars
3,Good shorts. Could be better but for $19.99 are a decent pair of shorts for crossfit or other cross training activities. They have a good amount of stretch and no problem doing full squats in them,Decent for the price
3,The fit is fine but the buttons became loose easily.,Three Stars
3,"So for some reason I thought this came with the socks, probably because the other listing that pops does. I didn't get socks and I'm a bit bummed. The dress itself is alright though. Made it through a wash with no issues. I tried it on, ordered a Medium, again this other listing that I probably should have bought from; all the girls ordered a size higher or it was too tight across the chest. I am not busty, these girls must be. It's comfortable but a bit big, and in my opinion a tad short. To put into perspective I'm 5'6"" and 140, I usually wear a small. The color was true to whats depicted though, that was nice, it matches the con's I bought to go with it.",Why no socks...
3,Change Color after I wear them twice,Three Stars
3,Many reviewers noted that this sweater is smaller than they expected. Yep. I'm a 44 short in a sport jacket and usually wear a size large. The body on this work well if it was a shirt but it's pretty tight for something you wear over other clothes. And the sleeves are very thin. I'm not a huge weight lifter or anything but these sweaters sleeves are for twig armed guys. It is light weight but that's what I wanted as it's for my office which is kept at about 65 degrees. I'll keep it but I do wish it was bigger and probably should have listened to all those reviewers who noted that is ran small.,It is a little too small - order one size larger than you normally would.
3,The dress was NOT true to size,Three Stars
3,Bought this for my son for Christmas. Runs a little small and it's not as thick as I expected. The dog on the back is really nice. I just wish it would have been better quality especially for the price,Nice but runs small and it's not very thick
3,"I liked it more when I first bought it, but then I have to admit I was disappointed when I realized that the ""helmet"" on the hoodie isn't really the Green Ranger's, but the Red Ranger's, painted green. It sucks they took a production shortcut by just changing colors and changing the emblem in the middle of the hoodie, because otherwise, it's a good hoodie.",Pay close attention to the top of the hoodie.
3,"I am a size 7 but I ordered a 1/5 size up, after the reviews I've red. This sandals are true to size. Half size up was too wide and too long! I have a high arch, and it's hard to find sandals that fit but this one was too wide even for me. The front straps were different too. One was larger than the other. My feet were dancing in these sandals. I sent them back and I wouldn't try another size. I really liked them tough, but I don't trust trying my size. Too much hassle with another return.","Nice sandals, bad fit!"
3,It's a weird size and the white part is not attached on the inside.,Three Stars
3,"Good fit but very long, like 3 quarter shorts",Three Stars
3,Rubbed uncomfortably against my achilles so I needed to use an adhesive bandage for protection. Returned it.,Three Stars
3,Nice for the money.,Three Stars
3,stains very easy,Three Stars
3,I got a black and red one.. -_-,Three Stars
3,"Had an issue with the shoes fitting too tight at the top of the shoe which scrubbed the top of my feet. Resolved the problem with a pair of kitchen shears by trimming the back of the shoes to make them more like ""slides"". These shoes also have hard insoles which may require the addition of a purchased third party insole if desired. As these shoes are rubber, they run a bit hot on the feet in warm to hot environments.","Resolved the problem with a pair of kitchen shears by trimming the back of the shoes to make them more like ""slides"". These shoes also have hard insoles which ..."
3,"Product is very pretty & my mom liked it very much, but after a few weeks, the chain broke off the small loop that's on the pendant.",Product is very pretty & my mom liked it very much
3,Loved this little thing but baby was born at 9 pounds and we couldn't even get it over his head to wear out of the hospital when he was down to 8 pounds 3 ounces.,Cute but small
3,"one of the little metallic buttons already came off.  Keeping my fingers crossed for the rest, only been using it a few weeks.",button fell off.
3,Will need to wear socks until broken in which is unexpected with a fabric shoe.  And they're a bit darker than in the image. The image on my computer was of a wooly dark gray with royal blue laces. What arrived are a true heather black with laces halfway between royal and navy.,Material is stiff and cut into the back of my foot
3,"Wouldn't recommend for a woman.  My tween loves them, easy on and off.  Very light and price point is perfect!",Perfect for tween
3,"Hosiery leggings, not pant-leggings. Butt shows full panty outline and color (in the shark at least). The fabric feels like it would get snags easily, too. Really sad because I love the color- the shark shade is like gray-meets-mauve. It looks just as nice in person. Im sure theyd be fine under a long tunic or dress, but I was hoping to wear them with tops that might ride up and show some booty area accidentally, and I cant take that risk with these. I have owned other leggings from this brand, so I can say that the craftsmanship is pretty decent as far as I can tell.","Hosiery, not trousers."
3,Nice,Three Stars
3,Accessories were nice but the actual outfit was s***,Three Stars
3,picture on the shirt IS NOT as big as in the picture shown,Three Stars
3,"cheaply made, cute design",Three Stars
3,"Much thinner than all the previous Columbia belts I've owned, but it does the job. For now.",Three Stars
3,The ring is lovely but it runs small. I wear a size 6 and all my other rings but couldn't get this one on.,lovely but too small
3,Very nice but run very very very small,Three Stars
3,Good products,Three Stars
3,"These really are the cutest pjs. We had them in a smaller size and we loved them so much, we had to order them in a bigger size. They have great grippies on the feet so are great for walkers. This set had a faulty zipper and although I'd normally try to exchange them, I am unable since I ordered them early for his birthday and the exchange window has closed.","Bad zipper, but so cute"
3,Fabric is very thin.... its see-thru.... had to wear a long sweater,Three Stars
3,much more delicate than i expected.  It's really thin/small,Delicate - not for a 5'11' person
3,nice shirt,Three Stars
3,"Love the colour but not enough support for breasts, and too gapey when bend over ie. Doing yoga!",Three Stars
3,Kinda cheap feeling.l  Fits a little on the small side and is too short.,Cheap
3,Very pretty but one of the backs did not screw in correctly so it is difficult to take on and off.,Pretty but defective
3,"Pretty,  but like all cz I think it looks a little fake.  Very good quality for cz though, much better than other comparable rings  here.  If you are looking for a backup ring or travel ring etc this is your best bet.  The size is just as large as it can be while still being believeable.",Decent for cz but still cz
3,Ok,Three Stars
3,They are both facing the same direction so when I put them on it looked a bit awkward. would have just flipped one around but the decorative is only on one side.,They are both facing the same direction so when I ...
3,Did not come in a 9.5. Otherwise a cute shoe.,Three Stars
3,Size runs small that's why I doubled the size and bought a xxl. Fits good but the buttons keep popping open so I have to use pins in between.,Fits good but the buttons keep popping open so I have ...
3,"The watch itself is nice and an eye catcher. Lume is decent, bezel turns and it is easy to read. Not sure if the depth rating is legit, but it survived our local water park and maintained it's watertight integrity. I was disappointed it arrived with a broken clasp and invicta wants 85 dollars to replace. I purchased a nice replacement band here on Amazon(watch was purchased from Walmart. com) the third photo is the replacement band from Amazon which IMO is better than the one it came on.",Reason for 3 stars broken band new in box
3,Bought it for my girlfriend came and delivered right on time only rating it three stars because in under a week of her wearing it the head of the nail broke off and it's more upsetting then anything,Broke quickly
3,"This shoe looks decent but the sizing is way off. I normally wear a size 11 and so ordered a size 11. But as seen in the attached picture, I was sent a size 10.5. Another tag, as can be seen in the attached picture, says it is size 46 ( which means it is much larger than size 11). So, it is very hard to say what sized shoe I was sent & the shoe is very big for me (especially the length).

Even though the quality seems subpar with non-existent arch support, it looks good and I mainly bought it to keep my feet cool in the summer. Unfortunately, I am returning it and I don't know if I will be sent the correct size if I reorder it one size down.","Decent shoe, wrong size"
3,"NOT worth the money. I have been using NATO/Zulu straps for a while. This one is not worth the money as a ""premium"". The weave is ok.  The quality control is poor. Its thicker than all  of the other Zulu straps that I own. Very tight fit on the lugs of a Sinn U1000. There are some non melted frays in contact with the skin that I had to repair. The quality of this compared to a Maratac Zulu is poor. Go buy a Maratac strap for cheaper and better build.",Go buy a Maratac !
3,"I know it says long sleeve, but this is a picture of short sleeve!",Why is there a photo of short sleeve?
3,Just received Therese and tried them on. They do run small. I usually wear an xs but the small is plenty snug. No real support but that's not what I need. I plan on wearing them as cover ups under tanks and tees. Out of the 6 one arrived torn at the hem. At this price I can't be bothered to exchange the whole lot. They're cute and good enough.,"Good enough, runs small, one damaged"
3,Nice beanie but it fits more like it is child sized. In the photo it appears to have lots of extra room but it barely covers my 16 year olds ears.,A little short...
3,it is not good one,Three Stars
3,"Very cushiony, but not enough support for me. Also, heel is starting to wear noticeably after only 25 miles walking or so. Have had good luck with other Saucony shoes, but not these!",Don't appear to be very durable.
3,They are pretty and i think you could even put your reg. glasses on under them. They do give you a blind spot where the jewels are.,They are pretty and i think you couold e en put your ...
3,"Nice enough sandal but the size runs pretty small, I didn't request a refund --- just gave them away.  If you order go up a size.",Runs small
3,"Not the best but not the worst quality sweater. I used the size chart to order appropriately, but the sweater was at least a size too small.",Not the best but not the worst quality sweater
3,Very small,Three Stars
3,"This robe was beautiful and the exact weight I wanted.  However, it fell apart after 4 months of use.",Don't bother
3,"For whatever reason had to give these a try.  Fit was good.  Appearance nice.  Comfort is the down side for me.  Although not really uncomfortable they just are not like some of the other ""comfortable"" sandals I have such as Reef.  Would not purchase these again.",OK Sandals
3,"My son loves it, but the sleeves are a little too long, and the waist is a little too short.",Proportions are a bit off
3,"... I'm actually kind of disappointed. price too high for somewhat low quality...

The materials look very low grade. I only wore the shoe for a few hours and actually went for a drive and go karting and the outside of the ball of the foot has a scuff mark which. The shoe felt alright but I don't think these will last long.

The stitching is poor, including the Mercedes Benz star arrow which isn't lined up...The left shoe is a tad heavier... "" not that it matters"" but yes I tend to exam things carefully as I can if I'm spending a large amount of money.  Some people spend over a 100 dollars on a 25 dollar shoe... Well, it better be up to specifications......

I love the colors and the design but the materials and build are D grade quality. The leather die color peeling off, have me feeling some type of way.
Over all, its a nice shoe.. just  feel quality isn't there. Maybe it's because I  see a Mercedes arrow and I see perfection LOL. They do have the two best drivers LOL
Just when you get the shoe.. take a moment to look at it carefully,  Then try it on...",Materials aren't up to par...
3,"These shoes were cute, but seem to run a bit small. I would suggest getting a size bigger than your regular shoe size.","Cute, but run small."
3,"I thought these would be a lot more comfortable than they were. The leather is stiff, not soft. I love the look. Wish they had felt as good as they look.",Too stiff!
3,"This shirt was designed for someone with long arms and a short torso. I order blue and white. The white is thin and see through.

I bought these to wear under other shirts and these were cheap enough not to return them, but I wish they were longer for a layering look.",Made for long arms and short torso.
3,"Delivery timing was perfect.  The watch is definitely sparkley and that is a plus for my daughter, but the battery was already dying when we got the watch and the display is fading.  Takes a little of the ""great gift!!!"" excitement away when the watch doesn't work.  Perhaps too cold during delivery, I'm not sure.  Hopefully a new battery will revive it.",not bad but...
3,returned,Three Stars
3,"I purchased these and they are super cute... the problem was they came unglued the first time my daughter wore them.  I sent a message, the company responded immediately asking what they could do.... including issuing a refund.  Which I accepted... I will sew them myself so they stay put and hopefully they will use another type of glue.  I like the fabric, size and clip and am impressed with customer service ....",I purchased these and they are super cute.
3,"Great price, looks good, quality is fine. Wouldn't say the quality befits the regular retail price point.",Three Stars
3,Liked the belt. Only problem is that the buckle came apart - the pin holding the clasp broke - after one year's use.,Liked the belt
3,I got the wrong colour shoes,Three Stars
3,"Wanted to find a cheap cotton/poly tee that had the softness and feel of vintage tees or American Apparel tees.  These are only OK. They are soft, but they seem to attract fuzz like crazy. The cut isn't great. I'm tall and I feel they could be a bit longer. The neck is to small and feels overly snug around my neck.",but they seem to attract fuzz like crazy. The cut isn't great
3,There the wrong size...I gave them away...,Three Stars
3,"It seems to run small.  But for the price, it was worth it. We have used it for playing dress up over and over again.",It seems to run small. But for the price ...
3,Burn on the side of your foot after having them on for some time,Three Stars
3,Not a huge fan of the material,Three Stars
3,low qly shoes,Three Stars
3,Runs small as reviews say. Ordered one up and fit good. The back panel is very stiff and scratchy even after washing.,Cute but scratchy
3,Got the bracelet and it was very nice. Unfortunately after wearing it only 3 days one of the stones fell out.  Trying to exchange it.  But so far no luck,Got the bracelet and it was very nice. Unfortunately after wearing it only 3 days one ...
3,It snags easy.,Three Stars
3,"Too narrow for my foot! I'm a guy with 1,82 cm of height.",Too narrow!
3,thanks,Three Stars
3,The shirt is just okay it was great for a few initial wears but after being washed according to the directions on the tag and just regular washings the colors immediately faded. That being said when I first got the shirt the colors were not as bright and didn't pop as they do and look in the photo. The shirt quality could have been much better. A higher quality shirt would have prevented the shirt from stretching out at the bottom and around the neck.,Poor Quality
3,"very very small  about the size of your pinky nail, for graduation I would have thought it would have be larger than that",very very small about the size of your pinky nail ...
3,It's ok but the clip is on the wrong side!!!,Marshall wAllet
3,But they are so like the ruby slippers I'll wear them for not all day occasions.,Three Stars
3,"good quality.  just too long, but we are keeping for next winter anyway.",Three Stars
3,"It's ok, cute",look ok
3,It is not bad,Three Stars
3,This shirt has a weird fit and is 100% cotton so it will shrink. The sleeves are also pretty much the same circumference from shoulder to wrist. It does not progressively become more narrow then become expandable at the wrist. Purchase with caution.,"Unique fit, not really pleasant"
3,Stretches out during wear...disappointing.,Three Stars
3,Don't look like real jade and gold don't look real either not worth 90,Three Stars
3,It's a toy lol,Three Stars
3,length fits as expected. width stretches and feet slide out the front,Three Stars
3,Good,Three Stars
3,"Meh, not the right look for my cosplay idea. But well built glasses",Three Stars
3,The colors weren't like the picture and it was really long,Three Stars
3,Kind of cheaply made and the band that attaches to the braided rope is quite large. Ships from overseas so it takes a little more time to arrive.,Meh... :/
3,"Definitely order up a size. These are not fully lined, there is just a small area in the crotch. Fabric feels a little thin. Color holds up great in salt water.",Cute on!
3,"somewhat stiff and after three wearings, have not softened up any.  adjustable velcro straps are nice.",A Bit Stiff
3,Bought for my daughters for their flower girl outfits. They were really cute and work well for a wide foot. My daughter complained about them rubbing the back of her feet. She was only able to wear them for a few hours.,Cute but not comfortable
3,I just would have wanted the chain to be longer.,Three Stars
3,"I love Reef because their products last forever.  These shorts look just as durable as any other pair of Reefs.  They tend to run a bit big, so you want to order a size smaller.  However, I am sending this particular pair back:  The material is like a shark skin suit.  It's very shiny and slick, and feels too slippery to the touch.  Perhaps this is the new trend, but I prefer the traditional khaki shorts.",Good Shorts But They Run Large and Are Very Shiny
3,Adorable. But too narrow and tight. Had to return.,Three Stars
3,"I like the looks of the shirt, and it seems to be sturdy material. They are a little shorter than I hoped for, but I like it well other than that.",A Bit Short
3,ok,Three Stars
3,US9=EU42,Three Stars
3,"They are cute, but cheaply made. Like another review said, the flowers are made of a ""paper"" material. Also the flowers only go half way around and there is elastic around the other half. So my tween bought them thinking they would sit on the head like a flower crown, but they don't because they are too small for that.",Flowers are paper....
3,A bit larger than the normal NYDJ  tried washing them to see if there is a difference.  Haven't tried them on again yet,Just ok
3,Nice,Three Stars
3,"First I have to say that this bracelet/bangle bracelet is very big on my wrist. I like another comment someone posted, have to over lap the hearts,one small over the main middle ""big"" heart. Not quite like I was expecting. It would look so much nicer if all three hearts are next to each other. It looks ""odd"" and for this reason I dislike this bracelet/bangle bracelet but refused to give it a 1 or 2 stars. The colors are very pretty along with the silver. And because I love the ""Alba""...shell I will not return this. I do not have a small wrist either so why this doesn't ""fit"" puzzles me. It is just way too big to fit properly. Did I along with only 1 other person receive a larger size than normal? The color gets a 5 ok. Merry Christmas 2015 to all!",I like another comment someone posted
3,"These are warmer than other gloves I have (will probably be donating those), but not as warm as the RefrigiWear mittens. The mittens keep my hands nice and toasty, the gloves are warmer but my fingers still get very cold.",Okay but mittens are warmer
3,so so,Three Stars
3,"I bought a large and the shorts were too large, and unexpectedly too short at the same time. They don't have a functional drawstring waist so they flopped out in width while half my behind hung out. Not a good look for me. I usually wear a medium or small. They would be really cute, except for the fit.",Not a good look for me
3,Ok boots. Not sure I would but again. Price fluctuates and goes out of stock often. Boots came and were alright. I bought a 9 and they are slightly small but okay with thin socks. Only problem I have is the heel is coming off the boot after a handful of wears!,Ok boots. Not sure I would but again. ...
3,"My 4 year old loves this coat. The only downside is some of the teeth on the zipper broke off at the bottom and we can no longer fully unzip the coat if we want to zip it up again. Otherwise, the coat is as expected.",My 4 year old loves this coat. The only ...
3,"Bought this to replace a frayed travel vest from LL Bean. This one has more internal pockets and they're zippered rather than velcroed, so thats a plus. But the fabric is considerably lighter and I suspect it won't last as long as the Bean. It also lacks a loop for a hook, which I find very annoying.",It'll do
3,"Super cute shoe and true to fit. I loved the pattern. A size 7.5 matched US size. However, the shoe is very wide around the heel and arch/instep.  A shoe insert helped, but made the toe box to narrow and uncomfortable for me. I wish the shoe came in a narrower style",Super cute shoe and true to fit
3,"Not that it is a product problem
some how the order got mixed up
I wear a Mens14W and received a women's 4 small lol
so never got the chance to try them on & have to send back.
Although Rocky's are great quality & they look awesome
just wish I could've got them on to rate fully.",Although Rocky's are great quality & they look awesome just wish I could've ...
3,I like,Three Stars
3,"the fabric is too thin and transparent.
disapointing.",Three Stars
3,Little tight,Three Stars
3,I like it I left mine on the bus had to buy another one. .,Three Stars
3,Not for women with muscular calves.,Three Stars
3,"The cleat is light and it worked great for me while I had it. It did split at the sole on the outside of the right cleat. While I had them they did the job, a little hard on the feet. They get a 3 star because they only lasted a year, with maybe 20 uses.",The cleat is light and it worked great for me while I had it
3,"Arrived broken.  Pretty statement necklace, but it would cost more to return, than to keep.",Slightly disappointed
3,Just didn't fit the way I wanted.,Three Stars
3,The fit is narrow. The soles wear down extremely quick. I think it's due to whatever material they are made out of. The shoe is pretty looking and nice for day to day walking but it's definitely not a running shoe.,The shoe is pretty looking and nice for day to day walking but ...
3,This was way small for a 4X,Three Stars
3,Too wide. But cute!,Three Stars
3,"These boots seem to have a very large calf area. I ordered these for my daughter who wears a size 8.5-9. I just measured all of her other mid-calf boots and the calf areas measure between 15.5""-17"" around. The calf area on these boots measures almost 19"".",Larger than normal calf area.
3,These shoes are very stylish and comfortable. I would give 5 stars but one of the studs fell off the second week I wore them.,Great shoes if studs are secure
3,The size was too large,OK
3,The dress cuts in more than I like around the armpits but very cute.,Three Stars
3,Nice style but way way too small in my size (11). I would have needed 2 sizes bigger to get my foot in there comfortably.,"Great style, but they run 2 sizes too small in my experience."
3,The legs are too long,Three Stars
3,"Got the xxl, should have realized that this is juniors and wouldn't fit. Ah, well. My bad. Just FYI though, it's not listed as juniors, so buyer beware.","Sizes are juniors, duh."
3,I wasn't aware when I ordered this shirt that it had mesh running down the back of the shirt.  Would not have ordered it if I'd known. Would much rather it had all been like the front of the shirt.,Would much rather it had all been like the front of the shirt
3,"The hat fit well, I have a bigger head and lots of hair so I was pleased in that regard. I did not like that it was a velcro closure instead of metal as it showed and was described to be. The velcro always catches my hair as I am a girl and usually put my ponytail thru the hole in the back. Otherwise the cap is adorable and quite comfortable!","Adorable Corgi Cap, BUT Velcro Closure Catches Hair!"
3,"These shoes are much lighter than what is pictured. Also, the tread of the shoes is so thin and insignificant that they start to peel away after only wearing them a couple times under low to moderate use. Also, the color on the leather of the shoe comes off with even the slightest scratch. Regardless of the aforementioned, Still nice looking shoes; not remotely worth the price but ok if you only plan to wear them relatively infrequently.",Not what I was expecting...
3,The bag is attractive and very roomy. The problem lies in the zipper. I had the bag less then 2 months and the zipper broke.,Zipper broke afterr less then 2 months.
3,"The vest is beautiful and light, BUT very very thin. I think it can only be worn on a cool summer evening. The size S corresponds to the size M. In the waist is very wide. I gave my vest to my mother, he hides her small belly and in general it fits much better.",very very thin
3,This was actually pretty cute but the fabirc felt stiff. Style is unique and fun.,Three Stars
3,Straps are short as described and runs small. I could have used a large and I am 34B,Three Stars
3,So comfy. Unfortunately one of the gems popped off shortly after I purchased them.,Three Stars
3,"These are great on but, are narrow across the banded toe area.",Three Stars
3,"The garment is unfinished. I know my fibers, and I was disappointed that the pattern was inconsistent, and also many threads were left hanging, in addition to the front of the sweater isn't hemmed properly. Its unwearable without stitching a hem and trimming the threads. I fixed it up, but it was intended as a gift and I don't feel comfortable giving it away.",and I was disappointed that the pattern was inconsistent
3,"They are beautiful jeans but too large for size 0. I'm 5""3 and 112 lbs. This is a smallest size but still too baggy on me especially, on my thighs. I don't think this is Skinny jeans!",They are beautiful jeans but too large for size 0
3,"My son loved the shoes but the previous reviewer is right, they don't hold up long. Within a matter of weeks the orange part was peeling off of the shoes and they began looking horribly dingy. My son is 5 and in kindergarten so he is a rough and tough little boy but I still feel like they should have held up longer. Even the laces are fraying at this point, got them not quite two months ago.",Good for $20...wouldnt pay more.
3,Small size.,Three Stars
3,"Well I got the wrong item, I like the one I got but I liked the one I wanted more. So I'm conflicted",I like the one I got but I liked the one ...
3,Leather too hard and outsole too white,I have to sell them because it wasn't confortable
3,"Fits perfectly in every way - except the sleeves are short.  Way short.  Otherwise, a very nice shirt and a good value.",a very nice shirt and a good value
3,These leggings were very comfortable. They were somewhat see through..,Three Stars
3,ok,Three Stars
3,The material makes this jacket a little uncomfortable to wear.,Three Stars
3,Too narrow at the toe,Three Stars
3,"This clip gets the job done, it has been working fine for a number of months. The little bar inside the clip to keep it fitting tightly around the contents is not secured well and is looking like it could fall out eventually but for now it still functions. Not a high quality item  but fine for the price and probably good for a year or use or more, but not a lifetime item.",Gets the job done
3,thought it would be more holographic,Three Stars
3,Too narrow for man,Three Stars
3,"The wig itself is good quality, however I was under the impression that it would actually be a black wig. When I recived it it was more silver with intense blue highlights. Not at all what I was expecting from the photos provided.",Wrong color
3,Too small in the in-step.  Returned them.,Small in the in-step
3,the material in person isweird looking...like a weird faux leather,like a weird faux
3,"I didn't have time to try this on before heading out of town for the event for which I was wearing it, as another top I ordered long in advance never showed up.  Based on past reviews, I sized up; but, it turned out to be too big, and I should have got the size I wanted (which was sold out, unfortunately).  I was pretty careful to stay in the back of pictures because I felt a bit like a house, but it was a pretty top, nonetheless.","Extra Room, but Pretty"
3,Poor clas . Everything I bump it on opens it and it falls off,Poor clas. Everything I bump it on opens it ...
3,"These fit ok but the legs are so long I had to cut them and hem them up.  They aren't really Straight leg either, the legs flair out at the bottoms.",Think twice.
3,"Used as a prop at a party. Good for that, though probably not as a everyday wear hat.",Good party prop
3,Way too big for my 3 month old in length and width. The strap keeps them on her feet though. I think they're good for the price and they are quite pretty. She will be able to grow into them.,"Cute shoes, but too large"
3,The mask is lovely. My three star rating is due to having to glue down some edges myself. Had I left them alone the mask would have come apart.,The mask is lovely. My three star rating is ...
3,The shoes are a great fit but there are 2 different lengths on the laces.,Three Stars
3,I guess I should have gotten the more expensive one. No zipper in center for large items.  It's more of a small purse than a Messenger bag... Quality is great but for size and storage if you need that then best get larger one.,Going to return it
3,orange color slightly faded,faded orange color
3,"Good quality material, look exactly like they are supposed to. But they are extremely big. I bought the newborn to 6 months size and they are so big on my new born I have to fold them completely in half for them to fit her and they look funny when I do that. They would probably fit a 6 month old and even a 2 or 3 year old if they weren't going to come all the way up the leg. I'm very disappointed.",Sad day for my baby. Way to big.
3,"Order a size up. Other then that, the jacket is great.",the jacket is great.
3,My closet is full of French Connection but this dress fell a bit short for me. I think it runs about 1/2 to a full size too large and just wasn't flattering. Really pretty detailing but may be more of a 'tall girl' style.,Really pretty detailing but may be more of a 'tall girl' ...
3,The picture shows a thin slimmer sole than what actual product has. Misleading.,Thick sole unlike picture
3,was cute...i was happy with it.,i was happy with it
3,"This bag is of very nice quality. The thing I am disappointed by is that the actual storage ability is extremely tight. The size of the outside is deceptive. I can barely fit my wallet and phone inside, let alone anything extra. It will have to suffice until I can afford another bag, but I wish it had expressed the tightness.",This bag is of very nice quality. The thing I am disappointed by is ...
3,These were kind of cheap feeling and looking considering the price.,Three Stars
3,"I wanted to love this bag, but was disappointed it looked and felt spongy had to return.. too bad I love the color.",I wanted to love this bag
3,"This came too wrinkled to easily judge the drape. The fabric on the sleeves was nice, but the pleated part was not as high quality as I would have preferred. Sleeves fit snugly. I ordered an L. Usually size 8; 36 B",This came too wrinkled to easily judge the drape
3,It wasn't the color purple that it displayed it was a darker purple when i got it!!,Three Stars
3,"Fits fine in the upper torso, but shirt runs about 4 to 5 inches too short for me.  I'm 6'4 and a full bodied fella, but Carhart could've really made this better with longer fronts and tails.","Well.made..Thus three stars, but...."
3,"I returned this top, it didn't fit me properly, but it was cute.",Cute but not for me.
3,"Purchased this for my granddaughter for her birthday as it was on her wish list.  She really liked it, but one of the clips that you use to attached the shoulder strap was broken when she took it out of the package.  She decided to keep it anyway because she wanted to use it that weekend.  Since her dad is very handy, we felt he could probably engineer something to repair it or make it work.","She really liked it, but one of the clips that you ..."
3,Good product,Three Stars
3,The shoes were small when i tried them on. It could be because they are not broken in yet though.,theyre ok...
3,A bit on the small side,Three Stars
3,"Ordered the brown-on-brown and got a black bag with a brown border, but it's whatever cause that's just visuals. The real problem is that the lining of one of the main pockets tore at the bottom not long after I got it (I was in another country by then, so I couldn't play the return game) and now there's this trick-pocket that things keep disappearing to. Also, it's got a lot of pockets for a satchel. Sometimes I get lost trying to find things...",Ordered the brown-on-brown and got a black bag with a ...
3,It appears more matte in this picture which I preferred. In person it is super glossy.,In person it is super glossy.
3,It is too small for me but the boots are great,Too small
3,I got a medium but it feels like a size small. Just a little tight. Was really tight on the arms and I have pretty skinny arms.,I got a medium but it feels like a size small
3,It is more like a crop top.,Shorter than expected
3,"I should really give up on the online shoe shopping thing. I am very particular about comfort and fit of shoes (and of course I want them to be cute on top of that!).

I certainly received the correct size (11), but I find these boots very average in comfort and they pinch my pinky toes on the sides. I prefer a nice wide toe box and that is why I chose the more expensive Sanitas over any very similar boot from a mass retailer.

Also, as a previous reviewer mentioned, these boots are actually a very light gray - not at all like the picture. I think they would look a lot classier if they were as pictured. I was hoping to be able to wear these with a semi-dressy/semi-casual outfit, but they are more just a muck boot sort of look (AKA I can't really get away with wearing these to church).

Quality seems good and I appreciate the size of the calf of the boot (I would consider myself average in the calf zone).",Pinch my pinky toes.
3,Cute for granddaughter,CUTE
3,Shipping was expensive. Shoe seems cheaply made but we will see,Three Stars
3,Skirt lining was a bit too small. Shipping took a bit too long.,Three Stars
3,"Wasn't too satisfied with the sizing info available.ordered a medium, fit was so body hugging as against stated measurements. But fabric is nice and cloth looks good.",just there
3,weird material and a little small,Three Stars
3,I didn't expect them to be tight fitting. I wear a size 10 & the XL is skin tight.,size runs very small
3,"looks pretty cheap and a little misshapen to me, but my niece loved it anyway",Three Stars
3,"I really like these wedge sandals. It takes a few times of wearing them to break them in because initially the toe strap is rather tight. The shoes also started separating from the bottom after just a few times wearing them. I am going to try to super glue them because I like them so much. They are comfortable, even for a bad back. I get a lot of compliments but wish they were made better. The ankle strap sometimes slides down the back of my ankle.  Update: the ankle straps fall off every 50 yards.",Minor problems but cute
3,"These nose studs arrived fairly quickly but I was slightly disappointed by the lack of variation in the studs. You can see by the picture that a few of the designs were sent in multiples, which doesn't give me very much to work with. They look good when I wear them, although the black ones sort of look like I have a mole on my nose which I find unattractive on myself. Up close, it's clear what they are but, from afar, they're not so flattering. I don't wear them often as a result but I do like them and wear them on special occasions or when I want to change things up.",Could Use Some Variation in Design
3,Good for the price. Has a chemical odor.,Three Stars
3,"Very cute, but run about 1 size too small .",Three Stars
3,Made for heavier thighs - so they were baggy on me,wide legs/ lots of leg room for heavier thighed ladies
3,The product did not meet my expectation at all. The quality is below expectation.,Three Stars
3,"Great fit, comfortable, but upper strap annoys my toes after awhile.",Three Stars
3,"I bought myself 2HL when received the goods, and measure up the size XL proved so put 3 stars, and so the quality is good, the friend sold the shirt.",Wrong size
3,Very thin.  You need to wear a slip,Three Stars
3,Didn't realize these were men's size,Three Stars
3,Wasn't very true to size. But overall shipped quickly and good material.,But overall shipped quickly and good material.
3,"Height works perfect for my foot issues, just a lil bit uncomfortable between toes - wish it was a bit more cushioned after I wear them awhile I hope will feel more comfortable.",I need height due to ankle replacement issues nearing - otherwise I would have to accept flats forever if I were to do a fushion
3,They always fall down,Three Stars
3,"Not really cute and bigger than I thought. Couldn't have time to return it. Im 5' and 104lbs, pettite size. I ordered Small",Not really cute and bigger than I thought. Couldn't ...
